,locality,postcode,kitchen_has,furnished,facades_number
0,4180,4180.0,1,0,-999
1,8730,8730.0,1,0,-999
2,4020,4020.0,1,0,-999
3,1200,1200.0,1,1,-999
4,1190,1190.0,1,0,-999
5,4040,4040.0,1,0,-999
6,4540,4540.0,1,0,-999
7,1150,1150.0,1,0,-999
8,6870,6870.0,1,0,-999
9,4030,4030.0,1,0,-999
10,9600,9600.0,1,0,-999
11,1030,1030.0,1,0,-999
12,4500,4500.0,1,0,-999
13,4500,4500.0,1,0,-999
14,1200,1200.0,1,0,-999
15,3270,3270.0,1,0,-999
16,6760,6760.0,1,0,-999
17,9290,9290.0,1,0,-999
18,8000,8000.0,1,0,-999
19,1140,1140.0,0,0,-999
20,8000,8000.0,1,0,-999
21,6940,6940.0,1,0,-999
22,4671,4671.0,1,0,-999
23,4020,4020.0,1,0,-999
24,1000,1000.0,1,0,-999
25,1000,1000.0,1,0,-999
26,1000,1000.0,1,0,-999
27,1070,1070.0,1,0,-999
28,6030,6030.0,1,0,-999
29,1030,1030.0,1,0,-999
30,1090,1090.0,1,0,-999
31,1050,1050.0,1,0,-999
32,1000,1000.0,1,1,-999
33,1050,1050.0,0,0,-999
34,1070,1070.0,1,0,-999
35,1150,1150.0,1,0,-999
36,5070,5070.0,1,0,-999
37,6980,6980.0,1,0,-999
38,6840,6840.0,1,0,-999
39,9170,9170.0,1,0,-999
40,8000,8000.0,1,0,-999
41,9200,9200.0,1,0,-999
42,1150,1150.0,1,0,-999
43,4300,4300.0,1,0,-999
44,8370,8370.0,1,0,-999
45,1020,1020.0,0,0,-999
46,1090,1090.0,0,0,-999
47,1150,1150.0,1,0,-999
48,1040,1040.0,0,0,-999
49,9000,9000.0,1,0,-999
50,9000,9000.0,1,0,-999
51,1200,1200.0,1,0,-999
52,4500,4500.0,1,0,-999
53,5140,5140.0,1,0,-999
54,6000,6000.0,1,0,-999
55,6180,6180.0,1,0,-999
56,9170,9170.0,1,0,-999
57,4020,4020.0,1,0,-999
58,1300,1300.0,1,0,-999
59,6950,6950.0,1,0,-999
60,3270,3270.0,1,0,-999
61,1700,1700.0,1,0,-999
62,1300,1300.0,1,1,-999
63,1348,1348.0,1,1,-999
64,6230,6230.0,1,0,-999
65,4870,4870.0,1,0,-999
66,9550,9550.0,0,0,-999
67,8000,8000.0,1,0,-999
68,8310,8310.0,1,0,-999
69,6600,6600.0,1,0,-999
70,1030,1030.0,1,0,-999
71,3890,3890.0,1,0,-999
72,5100,5100.0,1,0,-999
73,4000,4000.0,1,0,-999
74,1702,1702.0,1,0,-999
75,1000,1000.0,1,0,-999
76,1200,1200.0,0,0,-999
77,7060,7060.0,1,0,-999
78,1000,1000.0,1,1,-999
79,9000,9000.0,1,0,-999
80,4020,4020.0,1,0,-999
81,8450,8450.0,1,0,-999
82,2018,2018.0,1,0,-999
83,9000,9000.0,1,0,-999
84,1950,1950.0,1,0,-999
85,4920,4920.0,1,0,-999
86,8470,8470.0,0,0,-999
87,1800,1800.0,1,0,-999
88,8370,8370.0,1,0,-999
89,3000,3000.0,1,0,-999
90,4500,4500.0,1,0,-999
91,6831,6831.0,1,0,-999
92,9600,9600.0,1,0,-999
93,7700,7700.0,1,0,-999
94,6767,6767.0,1,0,-999
95,9230,9230.0,1,0,-999
96,1180,1180.0,1,0,-999
97,9300,9300.0,1,0,-999
98,9300,9300.0,1,0,-999
99,3020,3020.0,1,0,-999
100,1040,1040.0,0,0,-999
101,1200,1200.0,1,0,-999
102,2390,2390.0,1,0,-999
103,1400,1400.0,1,0,-999
104,3900,3900.0,1,0,-999
105,1080,1080.0,0,0,-999
106,4000,4000.0,1,0,-999
107,4000,4000.0,1,0,-999
108,1190,1190.0,1,0,-999
109,6600,6600.0,1,0,-999
110,8000,8000.0,1,0,-999
111,2830,2830.0,1,0,-999
112,1400,1400.0,0,0,-999
113,1000,1000.0,1,0,-999
114,9060,9060.0,1,0,-999
115,1000,1000.0,1,0,-999
116,2100,2100.0,1,0,-999
117,6880,6880.0,1,0,-999
118,6630,6630.0,1,0,-999
119,9660,9660.0,1,0,-999
120,2830,2830.0,1,0,-999
121,6830,6830.0,1,0,-999
122,3040,3040.0,1,0,-999
123,8850,8850.0,1,0,-999
124,2880,2880.0,1,0,-999
125,1780,1780.0,1,0,-999
126,9308,9308.0,1,0,-999
127,9040,9040.0,1,0,-999
128,1150,1150.0,0,0,-999
129,2018,2018.0,1,1,-999
130,2060,2060.0,1,0,-999
131,6870,6870.0,1,0,-999
132,6460,6460.0,1,0,-999
133,2660,2660.0,1,0,-999
134,9600,9600.0,1,0,-999
135,1180,1180.0,1,0,-999
136,9000,9000.0,1,1,-999
137,1000,1000.0,1,0,-999
138,1050,1050.0,0,0,-999
139,3390,3390.0,1,0,-999
140,1040,1040.0,1,0,-999
141,9160,9160.0,1,0,-999
142,5575,5575.0,1,0,-999
143,4031,4031.0,1,0,-999
144,1435,1435.0,1,0,-999
145,1435,1435.0,1,0,-999
146,6700,6700.0,1,0,-999
147,1190,1190.0,0,0,-999
148,2830,2830.0,1,0,-999
149,1000,1000.0,1,0,-999
150,3020,3020.0,1,0,-999
151,1030,1030.0,1,0,-999
152,1500,1500.0,1,0,-999
153,9900,9900.0,1,0,-999
154,8700,8700.0,1,0,-999
155,9200,9200.0,1,0,-999
156,3290,3290.0,1,0,-999
157,8930,8930.0,1,0,-999
158,6230,6230.0,1,0,-999
159,8450,8450.0,1,0,-999
160,9240,9240.0,1,0,-999
161,2930,2930.0,1,0,-999
162,3040,3040.0,1,0,-999
163,4620,4620.0,0,0,-999
164,1080,1080.0,1,0,-999
165,9940,9940.0,1,0,-999
166,7850,7850.0,1,0,-999
167,2018,2018.0,1,0,-999
168,1160,1160.0,1,1,-999
169,9200,9200.0,1,0,-999
170,6230,6230.0,1,0,-999
171,6238,6238.0,1,0,-999
172,5590,5590.0,1,0,-999
173,6700,6700.0,1,0,-999
174,8660,8660.0,1,0,-999
175,1000,1000.0,1,0,-999
176,8790,8790.0,1,0,-999
177,9900,9900.0,0,0,-999
178,4000,4000.0,1,0,-999
179,1090,1090.0,1,0,-999
180,9550,9550.0,1,0,-999
181,8500,8500.0,1,0,-999
182,1070,1070.0,0,0,-999
183,1000,1000.0,1,0,-999
184,9420,9420.0,1,0,-999
185,4020,4020.0,1,0,-999
186,1800,1800.0,1,0,-999
187,6900,6900.0,1,0,-999
188,9200,9200.0,1,0,-999
189,8780,8780.0,1,0,-999
190,9000,9000.0,1,0,-999
191,1140,1140.0,0,0,-999
192,1160,1160.0,1,0,-999
193,6821,6821.0,1,0,-999
194,1140,1140.0,1,0,-999
195,4420,4420.0,1,0,-999
196,7000,7000.0,0,0,-999
197,3545,3545.0,1,0,-999
198,6900,6900.0,1,0,-999
199,6840,6840.0,1,0,-999
200,8530,8530.0,1,0,-999
201,8820,8820.0,0,0,-999
202,6200,6200.0,1,0,-999
203,6780,6780.0,1,0,-999
204,9900,9900.0,1,0,-999
205,9280,9280.0,1,0,-999
206,1060,1060.0,1,0,-999
207,3090,3090.0,1,0,-999
208,1000,1000.0,1,0,-999
209,4500,4500.0,1,0,-999
210,8200,8200.0,1,0,-999
211,1495,1495.0,1,0,-999
212,8800,8800.0,1,0,-999
213,9000,9000.0,0,0,-999
214,8530,8530.0,0,0,-999
215,2830,2830.0,1,0,-999
216,1150,1150.0,1,0,-999
217,4800,4800.0,1,0,-999
218,2800,2800.0,1,0,-999
219,9255,9255.0,0,0,-999
220,5680,5680.0,1,0,-999
221,6760,6760.0,1,0,-999
222,8340,8340.0,1,1,-999
223,4671,4671.0,1,0,-999
224,8310,8310.0,1,0,-999
225,4500,4500.0,1,0,-999
226,4500,4500.0,1,0,-999
227,5580,5580.0,1,0,-999
228,1210,1210.0,1,0,-999
229,4540,4540.0,1,0,-999
230,6060,6060.0,1,0,-999
231,6700,6700.0,1,0,-999
232,3000,3000.0,1,0,-999
233,4032,4032.0,1,0,-999
234,4031,4031.0,1,0,-999
235,3001,3001.0,0,0,-999
236,9900,9900.0,1,0,-999
237,1180,1180.0,1,0,-999
238,1200,1200.0,0,0,-999
239,1000,1000.0,0,1,-999
240,6010,6010.0,1,0,-999
241,9340,9340.0,0,0,-999
242,1080,1080.0,1,0,-999
243,3000,3000.0,1,0,-999
244,9420,9420.0,1,0,-999
245,9700,9700.0,0,0,-999
246,4000,4000.0,1,0,-999
247,9260,9260.0,1,0,-999
248,9500,9500.0,1,1,-999
249,4520,4520.0,1,0,-999
250,1020,1020.0,0,0,-999
251,7300,7300.0,1,0,-999
252,5060,5060.0,1,0,-999
253,5060,5060.0,1,0,-999
254,1400,1400.0,1,0,-999
255,6280,6280.0,1,0,-999
256,4000,4000.0,1,0,-999
257,8300,8300.0,1,0,-999
258,2830,2830.0,1,0,-999
259,2600,2600.0,1,0,-999
260,2100,2100.0,1,0,-999
261,9000,9000.0,1,0,-999
262,2000,2000.0,1,0,-999
263,7180,7180.0,0,0,-999
264,4420,4420.0,0,0,-999
265,6200,6200.0,0,0,-999
266,6240,6240.0,0,0,-999
267,5000,5000.0,1,0,-999
268,8400,8400.0,1,0,-999
269,5030,5030.0,1,0,-999
270,6032,6032.0,1,0,-999
271,7500,7500.0,1,0,-999
272,1785,1785.0,1,0,-999
273,8660,8660.0,1,0,-999
274,1170,1170.0,0,0,-999
275,1060,1060.0,1,0,-999
276,2018,2018.0,0,0,-999
277,9240,9240.0,1,0,-999
278,1400,1400.0,1,0,-999
279,2800,2800.0,0,0,-999
280,4287,4287.0,1,0,-999
281,5500,5500.0,1,0,-999
282,6660,6660.0,1,0,-999
283,1070,1070.0,1,0,-999
284,3620,3620.0,1,1,-999
285,4000,4000.0,1,0,-999
286,9600,9600.0,1,0,-999
287,7130,7130.0,1,0,-999
288,4860,4860.0,1,0,-999
289,9000,9000.0,1,0,-999
290,6040,6040.0,1,0,-999
291,4800,4800.0,1,0,-999
292,4000,4000.0,1,0,-999
293,9600,9600.0,1,0,-999
294,2060,2060.0,1,0,-999
295,4800,4800.0,1,0,-999
296,7130,7130.0,1,0,-999
297,9600,9600.0,1,0,-999
298,5060,5060.0,1,0,-999
299,5060,5060.0,1,0,-999
300,9032,9032.0,1,0,-999
301,5140,5140.0,1,0,-999
302,6720,6720.0,1,0,-999
303,3018,3018.0,1,0,-999
304,6210,6210.0,0,0,-999
305,9000,9000.0,1,0,-999
306,2830,2830.0,1,0,-999
307,5000,5000.0,1,1,-999
308,4870,4870.0,1,0,-999
309,8370,8370.0,1,0,-999
310,1081,1081.0,1,0,-999
311,8730,8730.0,0,0,-999
312,8790,8790.0,0,0,-999
313,3000,3000.0,0,0,-999
314,1120,1120.0,1,0,-999
315,8660,8660.0,1,0,-999
316,8570,8570.0,1,0,-999
317,7134,7134.0,1,0,-999
318,3090,3090.0,1,0,-999
319,7000,7000.0,1,0,-999
320,8400,8400.0,1,0,-999
321,1000,1000.0,1,1,-999
322,1180,1180.0,1,0,-999
323,1040,1040.0,1,0,-999
324,1200,1200.0,1,0,-999
325,4800,4800.0,0,0,-999
326,4000,4000.0,0,0,-999
327,4040,4040.0,0,0,-999
328,6670,6670.0,0,0,-999
329,1070,1070.0,0,0,-999
330,1080,1080.0,1,0,-999
331,4800,4800.0,1,0,-999
332,7943,7943.0,1,0,-999
333,9500,9500.0,1,0,-999
334,1050,1050.0,1,0,-999
335,3300,3300.0,1,0,-999
336,1180,1180.0,0,0,-999
337,8620,8620.0,1,0,-999
338,8660,8660.0,0,0,-999
339,1070,1070.0,1,0,-999
340,5522,5522.0,1,1,-999
341,9620,9620.0,1,1,-999
342,3000,3000.0,1,0,-999
343,8000,8000.0,0,1,-999
344,4000,4000.0,1,0,-999
345,4102,4102.0,0,0,-999
346,8380,8380.0,0,0,-999
347,1630,1630.0,1,0,-999
348,4800,4800.0,0,0,-999
349,4860,4860.0,1,0,-999
350,3900,3900.0,1,0,-999
351,2170,2170.0,1,0,-999
352,1400,1400.0,1,0,-999
353,6700,6700.0,1,0,-999
354,3530,3530.0,1,0,-999
355,4460,4460.0,1,0,-999
356,4130,4130.0,1,0,-999
357,9700,9700.0,1,0,-999
358,9300,9300.0,1,0,-999
359,5530,5530.0,1,0,-999
360,1030,1030.0,0,0,-999
361,8420,8420.0,1,0,-999
362,9870,9870.0,1,0,-999
363,5300,5300.0,1,0,-999
364,2830,2830.0,1,0,-999
365,2830,2830.0,1,0,-999
366,4217,4217.0,1,0,-999
367,1435,1435.0,1,0,-999
368,5000,5000.0,0,0,-999
369,6140,6140.0,1,0,-999
370,2180,2180.0,1,0,-999
371,1050,1050.0,1,0,-999
372,1070,1070.0,1,0,-999
373,1170,1170.0,1,0,-999
374,1050,1050.0,1,0,-999
375,6941,6941.0,1,0,-999
376,1040,1040.0,0,0,-999
377,1480,1480.0,1,0,-999
378,1060,1060.0,0,0,-999
379,2650,2650.0,0,0,-999
380,7000,7000.0,0,0,-999
381,9340,9340.0,0,0,-999
382,7860,7860.0,1,0,-999
383,1420,1420.0,1,0,-999
384,8870,8870.0,1,0,-999
385,9700,9700.0,1,0,-999
386,4180,4180.0,1,0,-999
387,7500,7500.0,1,0,-999
388,1830,1830.0,1,0,-999
389,8793,8793.0,0,0,-999
390,9890,9890.0,1,0,-999
391,1420,1420.0,1,0,-999
392,1400,1400.0,1,0,-999
393,7130,7130.0,1,0,-999
394,6140,6140.0,1,0,-999
395,4800,4800.0,0,0,-999
396,4860,4860.0,1,0,-999
397,5070,5070.0,1,0,-999
398,6850,6850.0,1,0,-999
399,5500,5500.0,1,0,-999
400,4860,4860.0,1,0,-999
401,6000,6000.0,1,0,-999
402,8310,8310.0,0,0,-999
403,6000,6000.0,1,0,-999
404,2830,2830.0,0,0,-999
405,9400,9400.0,1,0,-999
406,1080,1080.0,1,0,-999
407,9700,9700.0,1,0,-999
408,6780,6780.0,1,0,-999
409,6780,6780.0,1,0,-999
410,3050,3050.0,1,0,-999
411,2800,2800.0,1,0,-999
412,2870,2870.0,0,0,-999
413,9070,9070.0,1,0,-999
414,1030,1030.0,1,0,-999
415,1702,1702.0,0,0,-999
416,7141,7141.0,1,0,-999
417,9600,9600.0,1,0,-999
418,6220,6220.0,1,0,-999
419,2260,2260.0,1,0,-999
420,4970,4970.0,1,0,-999
421,4000,4000.0,1,0,-999
422,4000,4000.0,1,0,-999
423,6600,6600.0,0,0,-999
424,9700,9700.0,0,0,-999
425,4052,4052.0,1,0,-999
426,4000,4000.0,1,0,-999
427,6767,6767.0,1,0,-999
428,6767,6767.0,1,0,-999
429,1020,1020.0,1,1,-999
430,2018,2018.0,0,0,-999
431,6220,6220.0,1,0,-999
432,6230,6230.0,1,0,-999
433,9170,9170.0,1,0,-999
434,1470,1470.0,1,0,-999
435,4030,4030.0,1,0,-999
436,4030,4030.0,1,0,-999
437,2000,2000.0,1,0,-999
438,1050,1050.0,1,0,-999
439,8540,8540.0,1,0,-999
440,1000,1000.0,1,1,-999
441,1200,1200.0,1,0,-999
442,9970,9970.0,1,0,-999
443,8300,8300.0,1,0,-999
444,6600,6600.0,0,0,-999
445,9620,9620.0,0,0,-999
446,9300,9300.0,0,0,-999
447,1470,1470.0,1,0,-999
448,2840,2840.0,0,0,-999
449,6600,6600.0,0,0,-999
450,6600,6600.0,0,0,-999
451,7022,7022.0,0,0,-999
452,7022,7022.0,0,0,-999
453,8000,8000.0,0,0,-999
454,2830,2830.0,1,0,-999
455,6700,6700.0,1,0,-999
456,4000,4000.0,1,0,-999
457,6600,6600.0,0,0,-999
458,1300,1300.0,0,0,-999
459,9300,9300.0,1,0,-999
460,9500,9500.0,0,0,-999
461,2560,2560.0,1,0,-999
462,2370,2370.0,1,0,-999
463,4500,4500.0,1,1,-999
464,4500,4500.0,1,1,-999
465,5380,5380.0,1,0,-999
466,8380,8380.0,0,0,-999
467,1400,1400.0,0,0,-999
468,1790,1790.0,1,0,-999
469,1030,1030.0,1,0,-999
470,1180,1180.0,1,0,-999
471,1190,1190.0,1,0,-999
472,4970,4970.0,0,0,-999
473,3391,3391.0,1,0,-999
474,6030,6030.0,0,0,-999
475,6000,6000.0,1,0,-999
476,8380,8380.0,0,0,-999
477,1070,1070.0,1,0,-999
478,1180,1180.0,0,0,-999
479,1190,1190.0,0,0,-999
480,8000,8000.0,1,0,-999
481,8310,8310.0,1,0,-999
482,7033,7033.0,0,0,-999
483,1500,1500.0,1,0,-999
484,1428,1428.0,1,0,-999
485,5000,5000.0,1,0,-999
486,6767,6767.0,1,0,-999
487,4101,4101.0,1,0,-999
488,9300,9300.0,1,0,-999
489,6240,6240.0,1,0,-999
490,4690,4690.0,1,0,-999
491,1410,1410.0,0,0,-999
492,6700,6700.0,1,0,-999
493,9300,9300.0,1,0,-999
494,9300,9300.0,1,0,-999
495,2910,2910.0,0,0,-999
496,5570,5570.0,1,0,-999
497,4130,4130.0,1,0,-999
498,2590,2590.0,1,0,-999
499,5580,5580.0,1,0,-999
500,9230,9230.0,1,0,-999
501,4000,4000.0,1,0,-999
502,9500,9500.0,1,0,-999
503,1083,1083.0,0,0,-999
504,6140,6140.0,1,0,-999
505,5060,5060.0,0,0,-999
506,8500,8500.0,1,0,-999
507,9970,9970.0,1,0,-999
508,7011,7011.0,1,0,-999
509,8400,8400.0,1,0,-999
510,9830,9830.0,0,0,-999
511,4430,4430.0,0,0,-999
512,1030,1030.0,0,0,-999
513,3210,3210.0,0,0,-999
514,8433,8433.0,1,0,-999
515,7110,7110.0,0,0,-999
516,8630,8630.0,0,0,-999
517,8000,8000.0,1,0,-999
518,8490,8490.0,1,0,-999
519,1070,1070.0,1,0,-999
520,1070,1070.0,1,0,-999
521,1000,1000.0,0,0,-999
522,1080,1080.0,0,0,-999
523,8000,8000.0,1,0,-999
524,3000,3000.0,1,0,-999
525,7712,7712.0,0,0,-999
526,7000,7000.0,1,0,-999
527,1490,1490.0,1,0,-999
528,3000,3000.0,0,0,-999
529,3000,3000.0,1,0,-999
530,6040,6040.0,0,0,-999
531,8310,8310.0,1,0,-999
532,1190,1190.0,1,0,-999
533,1190,1190.0,1,0,-999
534,1480,1480.0,1,0,-999
535,8300,8300.0,1,0,-999
536,9060,9060.0,0,0,-999
537,1030,1030.0,1,0,-999
538,1030,1030.0,0,0,-999
539,1060,1060.0,1,0,-999
540,2220,2220.0,1,0,-999
541,4800,4800.0,0,0,-999
542,7130,7130.0,1,0,-999
543,6061,6061.0,1,0,-999
544,4540,4540.0,0,0,-999
545,7860,7860.0,1,0,-999
546,8755,8755.0,1,0,-999
547,6540,6540.0,1,0,-999
548,3320,3320.0,0,0,-999
549,3300,3300.0,1,0,-999
550,6690,6690.0,0,0,-999
551,1080,1080.0,1,0,-999
552,1050,1050.0,1,0,-999
553,1030,1030.0,1,0,-999
554,1000,1000.0,1,1,-999
555,8620,8620.0,0,0,-999
556,3640,3640.0,1,0,-999
557,7020,7020.0,1,0,-999
558,1861,1861.0,1,0,-999
559,9280,9280.0,0,0,-999
560,8670,8670.0,1,0,-999
561,5032,5032.0,1,0,-999
562,3472,3472.0,0,0,-999
563,6767,6767.0,0,0,-999
564,6061,6061.0,1,0,-999
565,6690,6690.0,1,0,-999
566,9300,9300.0,0,0,-999
567,4100,4100.0,1,0,-999
568,1420,1420.0,0,0,-999
569,4970,4970.0,1,0,-999
570,8300,8300.0,0,0,-999
571,9280,9280.0,1,0,-999
572,1332,1332.0,1,0,-999
573,3090,3090.0,1,0,-999
574,4500,4500.0,0,0,-999
575,7700,7700.0,0,0,-999
576,8000,8000.0,1,0,-999
577,1190,1190.0,1,0,-999
578,6061,6061.0,1,0,-999
579,8000,8000.0,1,0,-999
580,1850,1850.0,1,0,-999
581,8210,8210.0,1,0,-999
582,9000,9000.0,1,0,-999
583,2060,2060.0,0,0,-999
584,1200,1200.0,0,1,-999
585,2520,2520.0,1,0,-999
586,1090,1090.0,0,0,-999
587,8940,8940.0,1,0,-999
588,6140,6140.0,0,0,-999
589,4032,4032.0,0,0,-999
590,4920,4920.0,1,0,-999
591,1090,1090.0,1,0,-999
592,1030,1030.0,0,0,-999
593,3001,3001.0,0,0,-999
594,4000,4000.0,1,0,-999
595,4830,4830.0,1,0,-999
596,5030,5030.0,1,0,-999
597,1470,1470.0,0,0,-999
598,8310,8310.0,0,0,-999
599,4020,4020.0,1,0,-999
600,9000,9000.0,1,0,-999
601,8670,8670.0,0,0,-999
602,1400,1400.0,0,0,-999
603,3053,3053.0,1,0,-999
604,3053,3053.0,1,0,-999
605,9000,9000.0,1,0,-999
606,1470,1470.0,0,0,-999
607,7012,7012.0,1,0,-999
608,1000,1000.0,0,0,-999
609,8800,8800.0,0,0,-999
610,9300,9300.0,1,0,-999
611,9300,9300.0,0,0,-999
612,1210,1210.0,1,0,-999
613,1430,1430.0,0,0,-999
614,4000,4000.0,0,0,-999
615,4000,4000.0,1,0,-999
616,8840,8840.0,0,0,-999
617,5374,5374.0,0,0,-999
618,1150,1150.0,0,0,-999
619,9000,9000.0,1,0,-999
620,4000,4000.0,1,0,-999
621,2890,2890.0,1,0,-999
622,2890,2890.0,1,1,-999
623,2890,2890.0,1,1,-999
624,1040,1040.0,0,0,-999
625,1060,1060.0,1,0,-999
626,3000,3000.0,1,0,-999
627,8870,8870.0,0,0,-999
628,8300,8300.0,1,0,-999
629,5600,5600.0,0,0,-999
630,7000,7000.0,1,0,-999
631,6671,6671.0,0,0,-999
632,8710,8710.0,0,0,-999
633,6180,6180.0,1,0,-999
634,9300,9300.0,0,0,-999
635,7340,7340.0,1,0,-999
636,3000,3000.0,1,0,-999
637,1050,1050.0,1,0,-999
638,2820,2820.0,1,0,-999
639,8460,8460.0,0,0,-999
640,8370,8370.0,0,0,-999
641,6111,6111.0,1,0,-999
642,1060,1060.0,0,0,-999
643,5370,5370.0,1,0,-999
644,1730,1730.0,0,0,-999
645,6000,6000.0,1,0,-999
646,4520,4520.0,0,0,-999
647,7012,7012.0,1,0,-999
648,5140,5140.0,1,0,-999
649,7390,7390.0,1,0,-999
650,1790,1790.0,1,0,-999
651,9300,9300.0,1,0,-999
652,8870,8870.0,1,0,-999
653,4000,4000.0,1,0,-999
654,1070,1070.0,0,0,-999
655,8790,8790.0,0,0,-999
656,9550,9550.0,0,0,-999
657,7100,7100.0,1,0,-999
658,4602,4602.0,1,0,-999
659,7830,7830.0,1,0,-999
660,1070,1070.0,1,0,-999
661,1030,1030.0,0,0,-999
662,1180,1180.0,1,0,-999
663,7100,7100.0,1,0,-999
664,4540,4540.0,1,0,-999
665,5380,5380.0,1,0,-999
666,1400,1400.0,1,0,-999
667,1082,1082.0,0,0,-999
668,1030,1030.0,1,0,-999
669,1000,1000.0,0,0,-999
670,1030,1030.0,1,0,-999
671,2000,2000.0,1,0,-999
672,2400,2400.0,1,0,-999
673,6020,6020.0,1,0,-999
674,4100,4100.0,0,0,-999
675,6030,6030.0,1,0,-999
676,2880,2880.0,0,0,-999
677,4400,4400.0,1,0,-999
678,4020,4020.0,0,0,-999
679,8380,8380.0,0,0,-999
680,8000,8000.0,0,0,-999
681,4470,4470.0,1,0,-999
682,8790,8790.0,0,0,-999
683,5660,5660.0,0,0,-999
684,4800,4800.0,1,0,-999
685,4800,4800.0,1,0,-999
686,4000,4000.0,1,0,-999
687,8560,8560.0,1,0,-999
688,6031,6031.0,1,0,-999
689,9260,9260.0,1,0,-999
690,9050,9050.0,0,0,-999
691,8660,8660.0,1,0,-999
692,9032,9032.0,0,0,-999
693,8600,8600.0,1,0,-999
694,5570,5570.0,0,0,-999
695,6140,6140.0,0,0,-999
696,4000,4000.0,0,0,-999
697,2310,2310.0,1,0,-999
698,5004,5004.0,0,0,-999
699,6000,6000.0,1,0,-999
700,9031,9031.0,0,0,-999
701,1060,1060.0,1,0,-999
702,4052,4052.0,0,0,-999
703,4000,4000.0,1,0,-999
704,4000,4000.0,0,0,-999
705,1060,1060.0,1,0,-999
706,4020,4020.0,0,0,-999
707,1180,1180.0,1,0,-999
708,3001,3001.0,1,0,-999
709,7141,7141.0,0,0,-999
710,1420,1420.0,1,0,-999
711,8490,8490.0,0,0,-999
712,6141,6141.0,0,0,-999
713,7022,7022.0,0,0,-999
714,6000,6000.0,1,0,-999
715,4000,4000.0,1,0,-999
716,7340,7340.0,1,0,-999
717,9500,9500.0,0,0,-999
718,8820,8820.0,0,0,-999
719,6200,6200.0,1,0,-999
720,2000,2000.0,0,0,-999
721,5190,5190.0,1,0,-999
722,4480,4480.0,0,0,-999
723,6000,6000.0,0,0,-999
724,9600,9600.0,1,0,-999
725,6032,6032.0,0,0,-999
726,8793,8793.0,0,0,-999
727,3000,3000.0,0,0,-999
728,9900,9900.0,1,0,-999
729,1932,1932.0,1,0,-999
730,1070,1070.0,1,0,-999
731,7021,7021.0,1,0,-999
732,9280,9280.0,0,0,-999
733,9280,9280.0,0,0,-999
734,1400,1400.0,0,0,-999
735,8310,8310.0,0,0,-999
736,1160,1160.0,0,0,-999
737,1060,1060.0,0,0,-999
738,9300,9300.0,1,0,-999
739,9420,9420.0,1,0,-999
740,3910,3910.0,1,0,-999
741,9280,9280.0,1,0,-999
742,9300,9300.0,1,0,-999
743,8020,8020.0,1,0,-999
744,8020,8020.0,1,0,-999
745,8020,8020.0,1,0,-999
746,8020,8020.0,1,0,-999
747,8020,8020.0,1,0,-999
748,6224,6224.0,1,0,-999
749,4030,4030.0,1,0,-999
750,8480,8480.0,1,0,-999
751,6767,6767.0,1,0,-999
752,3000,3000.0,0,0,-999
753,3000,3000.0,0,1,-999
754,1150,1150.0,1,0,-999
755,1000,1000.0,0,0,-999
756,5620,5620.0,1,0,-999
757,4920,4920.0,1,0,-999
758,8954,8954.0,0,0,-999
759,4020,4020.0,1,0,-999
760,5002,5002.0,1,0,-999
761,6041,6041.0,0,0,-999
762,6041,6041.0,0,0,-999
763,8301,8301.0,0,0,-999
764,8670,8670.0,1,0,-999
765,4020,4020.0,0,0,-999
766,7950,7950.0,1,0,-999
767,6180,6180.0,1,0,-999
768,8600,8600.0,1,0,-999
769,1040,1040.0,1,0,-999
770,1030,1030.0,0,0,-999
771,1000,1000.0,1,0,-999
772,2000,2000.0,0,0,-999
773,4800,4800.0,0,0,-999
774,6560,6560.0,1,0,-999
775,4000,4000.0,1,0,-999
776,7532,7532.0,1,1,-999
777,9230,9230.0,1,0,-999
778,1070,1070.0,1,0,-999
779,7301,7301.0,1,0,-999
780,1470,1470.0,0,0,-999
781,8800,8800.0,1,0,-999
782,8310,8310.0,1,0,-999
783,2000,2000.0,0,0,-999
784,4000,4000.0,1,0,-999
785,5670,5670.0,0,0,-999
786,6000,6000.0,1,0,-999
787,1050,1050.0,1,0,-999
788,1070,1070.0,0,0,-999
789,5030,5030.0,0,0,-999
790,3370,3370.0,0,0,-999
791,7300,7300.0,1,0,-999
792,9420,9420.0,1,0,-999
793,9200,9200.0,1,0,-999
794,4540,4540.0,0,0,-999
795,4000,4000.0,0,0,-999
796,9000,9000.0,0,0,-999
797,1730,1730.0,1,0,-999
798,6182,6182.0,0,0,-999
799,8800,8800.0,1,0,-999
800,9111,9111.0,0,0,-999
801,1325,1325.0,1,0,-999
802,6032,6032.0,1,0,-999
803,1600,1600.0,1,0,-999
804,4520,4520.0,0,0,-999
805,4800,4800.0,0,0,-999
806,4500,4500.0,0,0,-999
807,6224,6224.0,1,0,-999
808,7911,7911.0,0,0,-999
809,9260,9260.0,1,0,-999
810,6040,6040.0,1,0,-999
811,5170,5170.0,0,0,-999
812,6031,6031.0,1,0,-999
813,9600,9600.0,0,0,-999
814,7021,7021.0,1,0,-999
815,7033,7033.0,0,0,-999
816,6060,6060.0,0,0,-999
817,8810,8810.0,1,0,-999
818,1630,1630.0,1,0,-999
819,1070,1070.0,1,0,-999
820,7780,7780.0,1,0,-999
821,7390,7390.0,1,0,-999
